14,unfortunately the story and the actors are served with a hack script,"has freaky scenes where the crew wonder if they 're ghosts imagining themselves as alive it 's a sly wink to the others without becoming a postmodern joke , made creepy by its men in a sardine can warped logic","('0', '1')",tensor(0.4217)
15,"loud , silly , stupid and pointless","divertingly ridiculous , headbangingly noisy","('0', '0')",tensor(0.5256)
16,"has freaky scenes where the crew wonder if they 're ghosts imagining themselves as alive it 's a sly wink to the others without becoming a postmodern joke , made creepy by its men in a sardine can warped logic","does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces that raise the bar on stylized screen violence","('1', '0')",tensor(0.3430)
17,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces that raise the bar on stylized screen violence",viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some freudian puppet,"('0', '0')",tensor(0.3580)
18,viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some freudian puppet,a pleasurably jacked up piece of action moviemaking,"('0', '1')",tensor(0.4376)
19,a pleasurably jacked up piece of action moviemaking,"here 's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior","('1', '0')",tensor(0.4521)
20,"here 's a case of two actors who do everything humanly possible to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior",the script feels as if it started to explore the obvious voyeuristic potential of 'hypertime' but then backed off when the producers saw the grosses for spy kids,"('0', '0')",tensor(0.3946)
21,"the story wraps back around on itself in the kind of elegant symmetry that 's rare in film today , but be warned it 's a slow slog to get there",borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,"('1', '0')",tensor(0.4456)
22,"scarlet diva has a voyeuristic tug , but all in all it 's a lot less sensational than it wants to be","ana 's journey is not a stereotypical one of self discovery , as she 's already comfortable enough in her own skin to be proud of her rubenesque physique","('0', '1')",tensor(0.4117)
23,"ana 's journey is not a stereotypical one of self discovery , as she 's already comfortable enough in her own skin to be proud of her rubenesque physique","it 's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family","('1', '1')",tensor(0.3203)
24,"it 's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family",a moving and weighty depiction of one family 's attempts to heal after the death of a child,"('1', '1')",tensor(0.3771)
25,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu,the script feels as if it started to explore the obvious voyeuristic potential of 'hypertime' but then backed off when the producers saw the grosses for spy kids,"('0', '0')",tensor(0.3713)
26,"divertingly ridiculous , headbangingly noisy","a dull , dumb and derivative horror film","('0', '0')",tensor(0.3008)
27,the script feels as if it started to explore the obvious voyeuristic potential of 'hypertime' but then backed off when the producers saw the grosses for spy kids,this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime busting comic vehicle a well intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring,"('0', '0')",tensor(0.3855)
28,a compelling story of musical passion against governmental odds,a uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot,"('1', '1')",tensor(0.3905)
29,this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime busting comic vehicle a well intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring,"a dark , quirky road movie that constantly defies expectation","('0', '1')",tensor(0.4070)
30,"although life or something like it is very much in the mold of feel good movies , the cast and director stephen herek 's polished direction pour delightfully piquant wine from aged bottles","a dark , quirky road movie that constantly defies expectation","('1', '1')",tensor(0.3400)
31,this one aims for the toilet and scores a direct hit,you get a sense of good intentions derailed by a failure to seek and strike just the right tone,"('0', '0')",tensor(0.3079)
32,a loquacious and dreary piece of business,a uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot,"('0', '1')",tensor(0.3232)
33,"a dark , quirky road movie that constantly defies expectation","the new faces are interesting , but the old story is n't , especially when it starts to seem more improvised than scripted","('1', '0')",tensor(0.3281)
34,"not a bad choice here , assuming that the air conditioning in the theater is working properly","i ca n't remember the last time i saw an audience laugh so much during a movie , but there 's only one problem it 's supposed to be a drama","('1', '0')",tensor(0.3040)
35,a uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot,"the new faces are interesting , but the old story is n't , especially when it starts to seem more improvised than scripted","('1', '0')",tensor(0.3070)
36,"the new faces are interesting , but the old story is n't , especially when it starts to seem more improvised than scripted","given that both movies expect us to root for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy the cons can muster this time , there is n't much","('0', '0')",tensor(0.3285)
37,"slap me , i saw this movie",a porn film without the sex scenes,"('0', '0')",tensor(0.3295)
38,the armenian genocide deserves a more engaged and honest treatment,i was impressed by how many tit for tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an american russian armageddon,"('0', '1')",tensor(0.3182)
39,"given that both movies expect us to root for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy the cons can muster this time , there is n't much","it 's a film that hinges on its casting , and glover really does n't fit the part","('0', '0')",tensor(0.3766)
40,a moving and weighty depiction of one family 's attempts to heal after the death of a child,parents beware this is downright movie penance,"('1', '0')",tensor(0.3385)
41,"it 's a film that hinges on its casting , and glover really does n't fit the part",the inherent strength of the material as well as the integrity of the filmmakers gives this coming of age story restraint as well as warmth,"('0', '1')",tensor(0.3239)
42,the inherent strength of the material as well as the integrity of the filmmakers gives this coming of age story restraint as well as warmth,a porn film without the sex scenes,"('1', '0')",tensor(0.3052)
43,both a grand tour through 300 hundred years of russian cultural identity and a stunning technical achievement,the sheer joy and pride they took in their work and in each other shines through every frame,"('1', '1')",tensor(0.3954)
44,a porn film without the sex scenes,"a dull , dumb and derivative horror film","('0', '0')",tensor(0.4744)
45,the code talkers deserved better than a hollow tribute,"remember back when thrillers actually thrilled \? when the twist endings were actually surprising \? when the violence actually shocked \? when the heroes were actually under 40 \? sadly , as blood work proves , that was a long , long time ago","('0', '0')",tensor(0.3156)
46,"a dull , dumb and derivative horror film","it 's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh","('0', '1')",tensor(0.3590)
47,"plays like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story","it 's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh","('0', '1')",tensor(0.4339)
48,director tom shadyac and star kevin costner glumly mishandle the story 's promising premise of a physician who needs to heal himself,it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film,"('0', '1')",tensor(0.3084)
49,"grenier is terrific , bringing an unforced , rapid fire delivery to toback 's heidegger and nietzsche referencing dialogue","intelligent , caustic take on a great writer and dubious human being","('1', '1')",tensor(0.3168)
50,"it 's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh","to enjoy this movie 's sharp dialogue and delightful performance by jolie and burns , you have to gloss over the no sense ending","('1', '0')",tensor(0.3608)
51,"implicitly acknowledges and celebrates the glorious chicanery and self delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all",the truth is that the truth about charlie gets increasingly tiresome,"('1', '0')",tensor(0.3073)
52,"to enjoy this movie 's sharp dialogue and delightful performance by jolie and burns , you have to gloss over the no sense ending","shamelessly sappy and , worse , runs away from its own provocative theme","('0', '0')",tensor(0.3407)
53,"shamelessly sappy and , worse , runs away from its own provocative theme","the story is inspiring , ironic , and revelatory of just how ridiculous and money oriented the record industry really is it is also a testament to the integrity and vision of the band","('0', '1')",tensor(0.3206)
54,the truth is that the truth about charlie gets increasingly tiresome,it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film,"('0', '1')",tensor(0.3001)
55,just because a walk to remember is shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls,"though it flirts with bathos and pathos and the further oprahfication of the world as we know it , it still cuts all the way down to broken bone","('0', '1')",tensor(0.3090)
56,earnest yet curiously tepid and choppy recycling in which predictability is the only winner,"the impulses that produced this project are commendable , but the results are uneven","('0', '0')",tensor(0.3240)
57,"13 conversations holds its goodwill close , but is relatively slow to come to the point","each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel good sentiments","('1', '1')",tensor(0.4210)
58,it 's hard to imagine alan arkin being better than he is in this performance,"piccoli 's performance is amazing , yes , but the symbols of loss and denial and life at arm 's length in the film seem irritatingly transparent","('1', '0')",tensor(0.3034)
59,"ultimately , in the history of the academy , people may be wondering what all that jazz was about chicago in 2002 zellweger 's whiny pouty lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a",the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,"('0', '1')",tensor(0.3353)
60,"the story is inspiring , ironic , and revelatory of just how ridiculous and money oriented the record industry really is it is also a testament to the integrity and vision of the band",it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film,"('1', '1')",tensor(0.3853)
61,"reassuring , retro uplifter",this gorgeous epic is guaranteed to lift the spirits of the whole family,"('1', '1')",tensor(0.3153)
62,steve irwin 's method is ernest hemmingway at accelerated speed and volume,"the impulses that produced this project are commendable , but the results are uneven","('1', '0')",tensor(0.3126)
63,"hardly makes the kind of points egoyan wanted to make , nor does it exist as the kind of monument he wanted to build , to victims whose voices have never gained the ears of the world","however sincere it may be , the rising place never quite justifies its own existence","('0', '0')",tensor(0.3498)
64,parents beware this is downright movie penance,"that rare film whose real life basis is , in fact , so interesting that no embellishment is needed","('0', '1')",tensor(0.3422)
65,"that rare film whose real life basis is , in fact , so interesting that no embellishment is needed","feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot","('1', '0')",tensor(0.4068)
66,"my god , i'm behaving like an idiot ! yes , you are , ben kingsley","intelligent , caustic take on a great writer and dubious human being","('0', '1')",tensor(0.3346)
67,"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot",the obligatory break ups and hook ups do n't seem to have much emotional impact on the characters,"('0', '0')",tensor(0.3396)
68,the obligatory break ups and hook ups do n't seem to have much emotional impact on the characters,it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film,"('0', '1')",tensor(0.3752)
69,it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small budget film,"piccoli 's performance is amazing , yes , but the symbols of loss and denial and life at arm 's length in the film seem irritatingly transparent","('1', '0')",tensor(0.3765)
70,"both heartbreaking and heartwarming just a simple fable done in an artless sytle , but it 's tremendously moving","the pinochet case is a searing album of remembrance from those who , having survived , suffered most","('1', '1')",tensor(0.3215)
71,"although jackson is doubtless reserving the darkest hours for the return of the king , we long for a greater sense of urgency in the here and now of the two towers","the film 's unhurried pace is actually one of its strengths entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn","('1', '1')",tensor(0.3499)
72,"the pinochet case is a searing album of remembrance from those who , having survived , suffered most","the determination of pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director patricio guzman 's camera , pack a powerful emotional wallop","('1', '1')",tensor(0.5314)
73,"as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses",this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream,"('0', '0')",tensor(0.3264)
74,has a solid emotional impact,"piccoli 's performance is amazing , yes , but the symbols of loss and denial and life at arm 's length in the film seem irritatingly transparent","('1', '0')",tensor(0.3563)
75,"intelligent , caustic take on a great writer and dubious human being","a coming of age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board","('1', '1')",tensor(0.3028)
76,"the question hanging over the time machine is not , as the main character suggests , 'what if \? ' but rather , 'how can you charge money for this \? '",astonishing frames profound ethical and philosophical questions in the form of dazzling pop entertainment,"('0', '1')",tensor(0.3039)
77,"piccoli 's performance is amazing , yes , but the symbols of loss and denial and life at arm 's length in the film seem irritatingly transparent",the sheer joy and pride they took in their work and in each other shines through every frame,"('0', '1')",tensor(0.3128)
78,"a coming of age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board",the sheer joy and pride they took in their work and in each other shines through every frame,"('1', '1')",tensor(0.3672)
79,will warm your heart without making you feel guilty about it,"one of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating","('1', '0')",tensor(0.3170)
80,"schnieder bounces around with limp wrists , wearing tight tummy tops and hip huggers , twirling his hair on his finger and assuming that 's enough to sustain laughs",francophiles will snicker knowingly and you 'll want to slap them,"('0', '1')",tensor(0.3451)
81,the sheer joy and pride they took in their work and in each other shines through every frame,"if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands i kept looking for the last exit from brooklyn","('1', '0')",tensor(0.3184)
82,"special p o v camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense imax screen","overall , interesting as a documentary but not very imaxy","('1', '1')",tensor(0.3009)
83,"she 's all powerful , a voice for a pop cyber culture that feeds on her bjorkness","while serving sara does have a long way to go before it reaches the level of crudity in the latest austin powers extravaganza , there 's nothing here to match that movie 's intermittent moments of inspiration","('1', '0')",tensor(0.3741)
84,"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style","generic slasher movie nonsense , but it 's not without style","('1', '0')",tensor(0.4694)
85,the superior plotline is n't quite enough to drag along the dead \( water \) weight of the other,"the movie does n't generate a lot of energy it is dark , brooding and slow , and takes its central idea way too seriously","('0', '0')",tensor(0.3591)
86,a deviant topical comedy which is funny from start to finish,"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden","('1', '0')",tensor(0.3094)
87,"if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands i kept looking for the last exit from brooklyn",they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film,"('0', '0')",tensor(0.3174)
88,"while it 's nothing we have n't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort",by turns numbingly dull witted and disquietingly creepy,"('1', '0')",tensor(0.3018)
89,"generic slasher movie nonsense , but it 's not without style","not every animated film from disney will become a classic , but forgive me if i 've come to expect more from this studio than some 79 minute after school cartoon","('0', '0')",tensor(0.3103)
90,"not every animated film from disney will become a classic , but forgive me if i 've come to expect more from this studio than some 79 minute after school cartoon","with the candy like taste of it fading faster than 25 cent bubble gum , i realized this is a throwaway movie that wo n't stand the test of time it 's a trifle","('0', '0')",tensor(0.3156)
91,"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden",a film that clearly means to preach exclusively to the converted,"('0', '0')",tensor(0.3163)
92,"the impulses that produced this project are commendable , but the results are uneven","beneath the film 's obvious determination to shock at any cost lies considerable skill and determination , backed by sheer nerve","('0', '1')",tensor(0.3274)
93,a film that clearly means to preach exclusively to the converted,this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream,"('0', '0')",tensor(0.3202)
94,"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii era mississippi delta undermine this adaptation",moves in such odd plot directions and descends into such message mongering moralism that its good qualities are obscured,"('0', '0')",tensor(0.3446)
95,"an engrossing story that combines psychological drama , sociological reflection , and high octane thriller",all the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling,"('1', '0')",tensor(0.3771)
96,this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream,a small independent film suffering from a severe case of hollywood itis,"('0', '0')",tensor(0.3301)
97,francophiles will snicker knowingly and you 'll want to slap them,"if a big musical number like 'praise the lord , he 's the god of second chances' does n't put you off , this will be an enjoyable choice for younger kids","('1', '1')",tensor(0.3005)
98,all the movie 's narrative gymnastics ca n't disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling,"the story of trouble every day is so sketchy it amounts to little more than preliminary notes for a science fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult","('0', '0')",tensor(0.4106)
99,director jay russell weighs down his capricious fairy tale with heavy sentiment and lightweight meaning,"the story of trouble every day is so sketchy it amounts to little more than preliminary notes for a science fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult","('0', '0')",tensor(0.3165)
100,"an impossible romance , but we root for the patronized iranian lad",p t anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible,"('1', '1')",tensor(0.3968)
101,this gorgeous epic is guaranteed to lift the spirits of the whole family,they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film,"('1', '0')",tensor(0.3485)
102,"the story of trouble every day is so sketchy it amounts to little more than preliminary notes for a science fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult","the film 's unhurried pace is actually one of its strengths entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn","('0', '1')",tensor(0.4390)
103,"the film 's unhurried pace is actually one of its strengths entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn",a small independent film suffering from a severe case of hollywood itis,"('1', '0')",tensor(0.3187)
104,the chateau cleverly probes the cross cultural differences between gauls and yanks,"there 's a spontaneity to the chateau , a sense of light heartedness , that makes it attractive throughout","('1', '1')",tensor(0.5194)
105,a small independent film suffering from a severe case of hollywood itis,the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,"('0', '1')",tensor(0.3222)
106,"whereas last year 's exemplary sexy beast seemed to revitalize the british gangster movie , this equally brutal outing merely sustains it",the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,"('0', '1')",tensor(0.3590)
107,"feel bad for king , who 's honestly trying , and schwartzman , who 's shot himself in the foot","beneath the film 's obvious determination to shock at any cost lies considerable skill and determination , backed by sheer nerve","('0', '1')",tensor(0.3110)
108,the hot topics of the plot are relegated to the background a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty,by turns numbingly dull witted and disquietingly creepy,"('1', '0')",tensor(0.3331)
109,"with the candy like taste of it fading faster than 25 cent bubble gum , i realized this is a throwaway movie that wo n't stand the test of time it 's a trifle","the movie does n't generate a lot of energy it is dark , brooding and slow , and takes its central idea way too seriously","('0', '0')",tensor(0.3683)
110,by turns numbingly dull witted and disquietingly creepy,"sheds light on a subject few are familiar with , and makes you care about music you may not have heard before","('0', '1')",tensor(0.3409)
111,"sheds light on a subject few are familiar with , and makes you care about music you may not have heard before","it 's harmless , diverting fluff but it 's hard to imagine a more generic effort in the genre","('1', '0')",tensor(0.3779)
112,"the movie does n't generate a lot of energy it is dark , brooding and slow , and takes its central idea way too seriously","remember back when thrillers actually thrilled \? when the twist endings were actually surprising \? when the violence actually shocked \? when the heroes were actually under 40 \? sadly , as blood work proves , that was a long , long time ago","('0', '0')",tensor(0.3106)
113,"remember back when thrillers actually thrilled \? when the twist endings were actually surprising \? when the violence actually shocked \? when the heroes were actually under 40 \? sadly , as blood work proves , that was a long , long time ago","would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement then nadia 's birthday might not have been such a bad day after all","('0', '0')",tensor(0.3979)
114,"it 's harmless , diverting fluff but it 's hard to imagine a more generic effort in the genre",labute 's careful handling makes the material seem genuine rather than pandering,"('0', '1')",tensor(0.3303)
115,labute 's careful handling makes the material seem genuine rather than pandering,"payne has created a beautiful canvas , and nicholson proves once again that he 's the best brush in the business","('1', '1')",tensor(0.3026)
116,"as david letterman and the onion have proven , the worst of tragedies can be fertile sources of humor , but lawrence has only a fleeting grasp of how to develop them","i ca n't remember the last time i saw an audience laugh so much during a movie , but there 's only one problem it 's supposed to be a drama","('0', '0')",tensor(0.3797)
117,"would 've been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement then nadia 's birthday might not have been such a bad day after all",the writing is clever and the cast is appealing,"('0', '1')",tensor(0.3860)
118,"a disaster of a drama , saved only by its winged assailants","i ca n't remember the last time i saw an audience laugh so much during a movie , but there 's only one problem it 's supposed to be a drama","('0', '0')",tensor(0.4196)
119,"i ca n't remember the last time i saw an audience laugh so much during a movie , but there 's only one problem it 's supposed to be a drama","the film has a few cute ideas and several modest chuckles but it is n't exactly kiddie friendly alas , santa is more ho hum than ho ho ho and the snowman \( who never gets to play that flute \) has all the charm of a meltdown","('0', '0')",tensor(0.3262)
120,"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr hill higher than he 's been in a while","the film has a few cute ideas and several modest chuckles but it is n't exactly kiddie friendly alas , santa is more ho hum than ho ho ho and the snowman \( who never gets to play that flute \) has all the charm of a meltdown","('1', '0')",tensor(0.3036)
121,a fascinating case study of flower power liberation and the price that was paid for it,"the charm of revolution os is rather the way it introduces you to new , fervently held ideas and fanciful thinkers","('1', '1')",tensor(0.3143)
122,"the film has a few cute ideas and several modest chuckles but it is n't exactly kiddie friendly alas , santa is more ho hum than ho ho ho and the snowman \( who never gets to play that flute \) has all the charm of a meltdown",the writing is clever and the cast is appealing,"('0', '1')",tensor(0.3370)
123,moves in such odd plot directions and descends into such message mongering moralism that its good qualities are obscured,"soderbergh tends to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence , and he creates an overall sense of brusqueness","('0', '0')",tensor(0.3794)
124,"soderbergh tends to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence , and he creates an overall sense of brusqueness",the writing is clever and the cast is appealing,"('0', '1')",tensor(0.3397)
125,the writing is clever and the cast is appealing,this submarine drama earns the right to be favorably compared to das boot,"('1', '1')",tensor(0.3228)
126,"the abiding impression , despite the mild hallucinogenic buzz , is of overwhelming waste the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here",there 's no denying the physically spectacular qualities of the film or the emotional integrity of the performances,"('0', '1')",tensor(0.3002)
127,"a big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion","a must see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking","('1', '1')",tensor(0.3155)
128,this submarine drama earns the right to be favorably compared to das boot,"the performances are strong , though the subject matter demands acting that borders on hammy at times","('1', '1')",tensor(0.3418)
129,everything is off,refreshing,"('0', '1')",tensor(0.3693)
130,they do a good job of painting this family dynamic for the audience but they tried to squeeze too many elements into the film,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine","('0', '0')",tensor(0.4811)
131,"however sincere it may be , the rising place never quite justifies its own existence","it 's sincere to a fault , but , unfortunately , not very compelling or much fun","('0', '0')",tensor(0.4062)
132,"despite the evocative aesthetics evincing the hollow state of modern love life , the film never percolates beyond a monotonous whine","a must see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking","('0', '1')",tensor(0.3957)
133,"a must see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking",the film is one of the year 's best,"('1', '1')",tensor(0.4600)
134,p t anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible,"a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats","('1', '1')",tensor(0.3002)
135,"on the granger movie gauge of 1 to 10 , the powerpuff girls is a fast , frenetic , funny , even punny 6 aimed specifically at a grade school audience","a gratingly unfunny groaner littered with zero dimensional , unlikable characters and hackneyed , threadbare comic setups","('1', '0')",tensor(0.3821)
136,"i ca n't say that i liked homeboy it 'd be more accurate to say that i found it intriguing , bizarre , dogma like in spots and quite truthful , in its way",i found the movie as divided against itself as the dysfunctional family it portrays,"('1', '0')",tensor(0.3034)
137,the film is one of the year 's best,"a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats","('1', '1')",tensor(0.5275)
138,zhang has done an amazing job of getting realistic performances from his mainly nonprofessional cast,there 's no denying the physically spectacular qualities of the film or the emotional integrity of the performances,"('1', '1')",tensor(0.4862)
139,not really as bad as you might think !,"it 's sincere to a fault , but , unfortunately , not very compelling or much fun","('0', '0')",tensor(0.3100)
140,"a gratingly unfunny groaner littered with zero dimensional , unlikable characters and hackneyed , threadbare comic setups","aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane","('0', '0')",tensor(0.3813)
141,"a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats","aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane","('1', '0')",tensor(0.4227)
142,obvious,oddly compelling,"('0', '1')",tensor(0.3002)
143,"aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane","while serving sara does have a long way to go before it reaches the level of crudity in the latest austin powers extravaganza , there 's nothing here to match that movie 's intermittent moments of inspiration","('0', '0')",tensor(0.3177)
144,"rich in atmosphere of the post war art world , it manages to instruct without reeking of research library dust",hands down the year 's most thought provoking film but it pays a price for its intricate intellectual gamesmanship,"('1', '1')",tensor(0.3002)
